country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Czechia,CZE,2021-01-17,121955,121324,631,3078,10308,1.14,1.13,0.01,963,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-18,136199,133778,2421,14244,10946,1.27,1.25,0.02,1022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-19,151236,146125,5111,15037,11180,1.41,1.36,0.05,1044,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-20,167321,159592,7729,16085,11551,1.56,1.49,0.07,1079,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-21,184393,174950,9443,17072,11827,1.72,1.63,0.09,1104,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-22,200038,189565,10473,15645,12076,1.87,1.77,0.1,1128,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-23,204115,192781,11334,4077,12177,1.91,1.8,0.11,1137,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-24,207208,195014,12194,3093,12179,1.93,1.82,0.11,1137,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-25,219712,204595,15117,12504,11930,2.05,1.91,0.14,1114,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-26,234130,215065,19065,14418,11842,2.19,2.01,0.18,1106,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-27,247588,224049,23539,13458,11467,2.31,2.09,0.22,1071,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-28,260674,231064,29610,13086,10897,2.43,2.16,0.28,1018,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-29,274579,237216,37363,13905,10649,2.56,2.22,0.35,994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-30,276370,237931,38439,1791,10322,2.58,2.22,0.36,964,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-01-31,278194,238627,39567,1824,10141,2.6,2.23,0.37,947,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-01,289718,242357,47361,11524,10001,2.71,2.26,0.44,934,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-02,303906,246424,57482,14188,9968,2.84,2.3,0.54,931,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-03,319111,250718,68393,15205,10218,2.98,2.34,0.64,954,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-04,336780,255566,81214,17669,10872,3.14,2.39,0.76,1015,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-05,352656,260896,91760,15876,11154,3.29,2.44,0.86,1042,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-06,355798,261730,94068,3142,11347,3.32,2.44,0.88,1060,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-07,358941,262555,96386,3143,11535,3.35,2.45,0.9,1077,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-08,374092,266434,107658,15151,12053,3.49,2.49,1.01,1126,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-09,390875,271406,119469,16783,12424,3.65,2.53,1.12,1160,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-10,409276,276775,132501,18401,12881,3.82,2.58,1.24,1203,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-11,431252,282870,148382,21976,13496,4.03,2.64,1.39,1260,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-12,452083,289231,162852,20831,14204,4.22,2.7,1.52,1326,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-13,456514,290727,165787,4431,14388,4.26,2.71,1.55,1344,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-14,458856,291708,167148,2342,14274,4.28,2.72,1.56,1333,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-15,474187,297826,176361,15331,14299,4.43,2.78,1.65,1335,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-16,491183,306164,185019,16996,14330,4.59,2.86,1.73,1338,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-17,508583,315494,193089,17400,14187,4.75,2.95,1.8,1325,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-18,528321,327449,200872,19738,13867,4.93,3.06,1.88,1295,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-19,546795,338820,207975,18474,13530,5.11,3.16,1.94,1263,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-20,549813,340677,209136,3018,13328,5.13,3.18,1.95,1245,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-21,551805,341671,210134,1992,13278,5.15,3.19,1.96,1240,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-22,567545,351478,216067,15740,13337,5.3,3.28,2.02,1245,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-23,586710,363855,222855,19165,13647,5.48,3.4,2.08,1274,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-24,605794,377132,228662,19084,13887,5.66,3.52,2.14,1297,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-25,627883,394088,233795,22089,14223,5.86,3.68,2.18,1328,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-26,646630,408079,238551,18747,14262,6.04,3.81,2.23,1332,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2021-02-27,649868,410774,239094,3238,14294,6.07,3.84,2.23,1335,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,2020-12-27,6470,6470,,,,0.11,0.11,,,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2020-12-28,8452,8452,,1982,1982,0.15,0.15,,342,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2020-12-29,17379,17379,,8927,5454,0.3,0.3,,942,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2020-12-30,28818,28818,,11439,7449,0.5,0.5,,1286,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2020-12-31,34981,34981,,6163,7128,0.6,0.6,,1231,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-01,37312,37312,,2331,6168,0.64,0.64,,1065,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-02,46156,46156,,8844,6614,0.8,0.8,,1142,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-03,52154,52154,,5998,6526,0.9,0.9,,1127,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-04,54553,54553,,2399,6586,0.94,0.94,,1137,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-05,68050,68050,,13497,7239,1.17,1.17,,1250,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-06,87768,87768,,19718,8421,1.52,1.52,,1454,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-07,105255,105255,,17487,10039,1.82,1.82,,1733,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-08,113725,113725,,8470,10916,1.96,1.96,,1885,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-09,115625,115625,,1900,9924,2,2,,1713,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-10,116438,116438,,813,9183,2.01,2.01,,1585,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-11,117095,117095,,657,8935,2.02,2.02,,1543,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-12,117557,117557,,462,7072,2.03,2.03,,1221,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-13,130278,130278,,12721,6073,2.25,2.25,,1048,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-14,148188,148188,,17910,6133,2.56,2.56,,1059,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-15,163416,163411,5,15228,7099,2.82,2.82,0,1226,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-16,168034,168022,12,4618,7487,2.9,2.9,0,1293,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-17,171285,170558,727,3251,7835,2.96,2.94,0.01,1353,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-18,177306,174445,2861,6021,8602,3.06,3.01,0.05,1485,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-19,181883,176929,4954,4577,9189,3.14,3.05,0.09,1586,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-20,185279,178436,6843,3396,7857,3.2,3.08,0.12,1356,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-21,189160,179960,9200,3881,5853,3.27,3.11,0.16,1010,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-22,195490,180623,14867,6330,4582,3.38,3.12,0.26,791,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-23,203430,181408,22022,7940,5057,3.51,3.13,0.38,873,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-24,210595,182023,28572,7165,5616,3.64,3.14,0.49,970,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-25,213311,182280,31031,2716,5144,3.68,3.15,0.54,888,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-26,215274,182495,32779,1963,4770,3.72,3.15,0.57,824,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-27,219848,182705,37143,4574,4938,3.8,3.15,0.64,853,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-28,228209,182945,45264,8361,5578,3.94,3.16,0.78,963,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-29,247687,184079,63608,19478,7457,4.28,3.18,1.1,1287,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-30,261927,185309,76618,14240,8357,4.52,3.2,1.32,1443,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-01-31,275512,186566,88946,13585,9274,4.76,3.22,1.54,1601,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-01,284150,187320,96830,8638,10120,4.91,3.23,1.67,1747,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-02,289222,189362,99860,5072,10564,4.99,3.27,1.72,1824,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-03,296961,190916,106045,7739,11016,5.13,3.3,1.83,1902,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-04,309328,192353,116975,12367,11588,5.34,3.32,2.02,2001,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-05,324403,193937,130466,15075,10959,5.6,3.35,2.25,1892,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-06,332156,194973,137183,7753,10033,5.73,3.37,2.37,1732,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-07,337710,196886,140824,5554,8885,5.83,3.4,2.43,1534,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-08,347314,199432,147882,9604,9023,6,3.44,2.55,1558,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-09,355789,202991,152798,8475,9510,6.14,3.5,2.64,1642,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-10,362989,206270,156719,7200,9433,6.27,3.56,2.71,1629,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-11,371088,211916,159172,8099,8823,6.41,3.66,2.75,1523,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-12,390706,223933,166773,19618,9472,6.75,3.87,2.88,1635,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-13,398237,230481,167756,7531,9440,6.88,3.98,2.9,1630,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-14,405089,236701,168388,6852,9626,6.99,4.09,2.91,1662,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-15,422042,250521,171521,16953,10675,7.29,4.33,2.96,1843,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-16,436554,263707,172847,14512,11538,7.54,4.55,2.98,1992,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-17,447456,274180,173276,10902,12067,7.73,4.73,2.99,2083,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-18,459242,285665,173577,11786,12593,7.93,4.93,3,2174,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-19,474122,299579,174543,14880,11917,8.19,5.17,3.01,2057,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-20,485208,310088,175120,11086,12424,8.38,5.35,3.02,2145,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-21,496355,320884,175471,11147,13038,8.57,5.54,3.03,2251,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-22,510945,334391,176554,14590,12700,8.82,5.77,3.05,2193,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-23,527282,348784,178498,16337,12961,9.1,6.02,3.08,2238,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-24,542851,362391,180460,15569,13628,9.37,6.26,3.12,2353,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-25,557540,376459,181081,14689,14043,9.63,6.5,3.13,2424,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Denmark,DNK,2021-02-26,594432,412358,182074,36892,17187,10.26,7.12,3.14,2967,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
Dominican Republic,DOM,2021-02-15,0,0,,,,0,0,,,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,2021-02-16,385,385,,385,385,0,0,,35,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,2021-02-17,1379,1379,,994,690,0.01,0.01,,64,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,2021-02-18,5328,5328,,3949,1776,0.05,0.05,,164,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,2021-02-19,10200,10200,,4872,2550,0.09,0.09,,235,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,2021-02-20,13087,13087,,2887,2617,0.12,0.12,,241,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,2021-02-21,14264,14264,,1177,2377,0.13,0.13,,219,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,2021-02-22,,,,,2616,,,,241,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,2021-02-23,,,,,3139,,,,289,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,2021-02-24,26400,26400,,,3574,0.24,0.24,,329,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Ecuador,ECU,2021-01-21,0,0,,,,0,0,,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-22,108,108,,108,108,0,0,,6,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-23,,,,,341,,,,19,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-24,,,,,419,,,,24,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-25,,,,,458,,,,26,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-26,,,,,481,,,,27,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-27,2982,2982,,,497,0.02,0.02,,28,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-28,,,,,484,,,,27,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-29,,,,,526,,,,30,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-30,,,,,502,,,,28,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-01-31,,,,,478,,,,27,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-01,,,,,454,,,,26,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-02,,,,,430,,,,24,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-03,,,,,406,,,,23,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-04,6228,6228,,,406,0.04,0.04,,23,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-05,,,,,369,,,,21,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-06,,,,,333,,,,19,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-07,,,,,297,,,,17,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-08,,,,,260,,,,15,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-09,,,,,224,,,,13,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-10,,,,,187,,,,11,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-11,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-12,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-13,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2021-02-14,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
